@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute action {0,1,2,3,4,5}

@data
2627,'2019/02/20 21:32:52:751',6,0.504134,0.503108,5
2628,'2019/02/20 21:32:52:761',6,0.504134,0.503108,5
2629,'2019/02/20 21:32:52:773',6,0.504134,0.503108,5
2630,'2019/02/20 21:32:52:783',6,0.504134,0.503108,5
2631,'2019/02/20 21:32:52:795',6,0.504886,0.503799,5
2632,'2019/02/20 21:32:52:805',6,0.504886,0.503799,5
2633,'2019/02/20 21:32:52:816',6,0.501901,0.503619,5
2634,'2019/02/20 21:32:52:828',6,0.49905,0.501804,5
2635,'2019/02/20 21:32:52:841',6,0.49905,0.501804,5
2636,'2019/02/20 21:32:52:853',6,0.499785,0.502306,5
2637,'2019/02/20 21:32:52:863',6,0.499785,0.502306,5
2638,'2019/02/20 21:32:52:874',6,0.501206,0.502935,5
2639,'2019/02/20 21:32:52:885',6,0.501206,0.502935,5
2640,'2019/02/20 21:32:52:896',6,0.49979,0.501444,5
2641,'2019/02/20 21:32:52:907',6,0.498266,0.500723,5
2642,'2019/02/20 21:32:52:918',6,0.498266,0.500723,5
2643,'2019/02/20 21:32:52:929',6,0.497443,0.500412,5
2644,'2019/02/20 21:32:52:940',6,0.497443,0.500412,5
2645,'2019/02/20 21:32:52:951',6,0.499047,0.501408,5
2646,'2019/02/20 21:32:52:961',6,0.499047,0.501408,5
2647,'2019/02/20 21:32:52:972',6,0.500504,0.502347,5
2648,'2019/02/20 21:32:52:983',6,0.500504,0.502347,5
2649,'2019/02/20 21:32:52:994',6,0.499788,0.501843,5
2650,'2019/02/20 21:32:53:006',6,0.498283,0.501371,5
2651,'2019/02/20 21:32:53:016',6,0.498283,0.501371,5
2652,'2019/02/20 21:32:53:027',6,0.498292,0.501765,5
2653,'2019/02/20 21:32:53:038',6,0.498292,0.501765,5
2654,'2019/02/20 21:32:53:049',6,0.499782,0.50285,5
2655,'2019/02/20 21:32:53:060',6,0.499782,0.50285,5
2656,'2019/02/20 21:32:53:071',6,0.49978,0.503487,5
2657,'2019/02/20 21:32:53:081',6,0.49978,0.503487,5
2658,'2019/02/20 21:32:53:093',6,0.498316,0.5034,5
2659,'2019/02/20 21:32:53:103',6,0.498316,0.5034,5
2660,'2019/02/20 21:32:53:115',6,0.497531,0.502723,5
2661,'2019/02/20 21:32:53:126',6,0.496735,0.503314,5
2662,'2019/02/20 21:32:53:137',6,0.496735,0.503314,5
2663,'2019/02/20 21:32:53:149',6,0.497558,0.5041,5
2664,'2019/02/20 21:32:53:158',6,0.497558,0.5041,5
2665,'2019/02/20 21:32:53:173',6,0.497558,0.5041,5
2666,'2019/02/20 21:32:53:183',6,0.497558,0.5041,5
2667,'2019/02/20 21:33:03:717',7,0.002064,0.507342,1
2668,'2019/02/20 21:33:03:728',7,0.002064,0.507342,1
2669,'2019/02/20 21:33:03:739',7,0.004366,0.507378,1
2670,'2019/02/20 21:33:03:750',7,0.002064,0.507342,1
2671,'2019/02/20 21:33:03:761',7,0.002064,0.507342,1
2672,'2019/02/20 21:33:03:772',7,0.002064,0.507342,1
2673,'2019/02/20 21:33:03:783',7,0.002064,0.507342,1
2674,'2019/02/20 21:33:03:795',7,-0.000101,0.505931,1
2675,'2019/02/20 21:33:03:805',7,-0.000101,0.505931,1
2676,'2019/02/20 21:33:03:816',7,0.002222,0.508911,1
2677,'2019/02/20 21:33:03:827',7,0.002222,0.508911,1
2678,'2019/02/20 21:33:03:838',7,0.004366,0.507378,1
2679,'2019/02/20 21:33:03:850',7,0.001751,0.504756,1
2680,'2019/02/20 21:33:03:860',7,0.001751,0.504756,1
2681,'2019/02/20 21:33:03:872',7,0.004188,0.505997,1
2682,'2019/02/20 21:33:03:882',7,0.004188,0.505997,1
2683,'2019/02/20 21:33:03:893',7,0.002064,0.507342,1
2684,'2019/02/20 21:33:03:904',7,0.002064,0.507342,1
2685,'2019/02/20 21:33:03:915',7,0.001906,0.505964,1
2686,'2019/02/20 21:33:03:926',7,0.001906,0.505964,1
2687,'2019/02/20 21:33:03:937',7,0.002064,0.507342,1
2688,'2019/02/20 21:33:03:949',7,0.002064,0.507342,1
2689,'2019/02/20 21:33:03:959',7,0.002064,0.507342,1
2690,'2019/02/20 21:33:03:970',7,0.002064,0.507342,1
2691,'2019/02/20 21:33:03:981',7,0.002064,0.507342,1
2692,'2019/02/20 21:33:03:993',7,0.004366,0.507378,1
2693,'2019/02/20 21:33:04:003',7,0.004366,0.507378,1
2694,'2019/02/20 21:33:04:014',7,0.001906,0.505964,1
2695,'2019/02/20 21:33:04:025',7,0.001906,0.505964,1
2696,'2019/02/20 21:33:04:039',7,0.001906,0.505964,1
2697,'2019/02/20 21:33:04:051',7,0.001906,0.505964,1
2698,'2019/02/20 21:33:04:061',7,0.001906,0.505964,1
2699,'2019/02/20 21:33:04:073',7,0.004366,0.507378,1
2700,'2019/02/20 21:33:04:083',7,0.004366,0.507378,1
2701,'2019/02/20 21:33:04:095',7,0.004366,0.507378,1
2702,'2019/02/20 21:33:04:105',7,0.004366,0.507378,1
2703,'2019/02/20 21:33:04:116',7,0.001906,0.505964,1
2704,'2019/02/20 21:33:04:128',7,0.001906,0.505964,1
2705,'2019/02/20 21:33:04:138',7,0.001906,0.505964,1
2706,'2019/02/20 21:33:04:150',7,0.002064,0.507342,1
2707,'2019/02/20 21:33:04:161',7,0.002064,0.507342,1
2708,'2019/02/20 21:33:04:172',7,0.001906,0.505964,1
2709,'2019/02/20 21:33:04:182',7,0.001906,0.505964,1
2710,'2019/02/20 21:33:04:194',7,0.002064,0.507342,1
2711,'2019/02/20 21:33:04:204',7,0.002064,0.507342,1
2712,'2019/02/20 21:33:04:216',7,0.002064,0.507342,1
2713,'2019/02/20 21:33:04:227',7,0.004366,0.507378,1
2714,'2019/02/20 21:33:04:238',7,0.004366,0.507378,1
2715,'2019/02/20 21:33:04:249',7,0.004188,0.505997,1
2716,'2019/02/20 21:33:04:259',7,0.004188,0.505997,1
2717,'2019/02/20 21:33:04:271',7,0.002064,0.507342,1
2718,'2019/02/20 21:33:04:281',7,0.002064,0.507342,1
2719,'2019/02/20 21:33:04:293',7,0.004547,0.50895,1
2720,'2019/02/20 21:33:04:303',7,0.004547,0.50895,1
2721,'2019/02/20 21:33:04:315',7,0.004366,0.507378,1
2722,'2019/02/20 21:33:04:326',7,0.001906,0.505964,1
2723,'2019/02/20 21:33:04:337',7,0.001906,0.505964,1
2724,'2019/02/20 21:33:04:348',7,-0.000238,0.504725,1
2725,'2019/02/20 21:33:04:358',7,-0.000238,0.504725,1
2726,'2019/02/20 21:33:04:373',7,0.002064,0.507342,1
2727,'2019/02/20 21:33:04:383',7,0.002064,0.507342,1
2728,'2019/02/20 21:33:04:395',7,0.004547,0.50895,1
2729,'2019/02/20 21:33:04:406',7,0.002064,0.507342,1
2730,'2019/02/20 21:33:04:417',7,0.002064,0.507342,1
2731,'2019/02/20 21:33:04:428',7,0.002064,0.507342,1
2732,'2019/02/20 21:33:04:439',7,0.002064,0.507342,1
2733,'2019/02/20 21:33:04:451',7,0.002222,0.508911,1
2734,'2019/02/20 21:33:04:461',7,0.002222,0.508911,1
2735,'2019/02/20 21:33:04:475',7,0.004366,0.507378,1
2736,'2019/02/20 21:33:04:483',7,0.004366,0.507378,1
2737,'2019/02/20 21:33:04:494',7,0.004366,0.507378,1
2738,'2019/02/20 21:33:04:506',7,0.010406,0.510823,1
2739,'2019/02/20 21:33:04:516',7,0.010406,0.510823,1
2740,'2019/02/20 21:33:04:527',7,0.00739,0.51078,1
2741,'2019/02/20 21:33:04:538',7,0.00739,0.51078,1
2742,'2019/02/20 21:33:04:549',7,0.002064,0.507342,1
2743,'2019/02/20 21:33:04:559',7,0.002064,0.507342,1
2744,'2019/02/20 21:33:04:571',7,0.002064,0.507342,1
2745,'2019/02/20 21:33:04:581',7,0.002064,0.507342,1
2746,'2019/02/20 21:33:04:593',7,0.004366,0.507378,1
2747,'2019/02/20 21:33:04:605',7,0.004547,0.50895,1
2748,'2019/02/20 21:33:04:615',7,0.004547,0.50895,1
2749,'2019/02/20 21:33:04:626',7,0.004547,0.50895,1
2750,'2019/02/20 21:33:04:637',7,0.004547,0.50895,1
2751,'2019/02/20 21:33:04:648',7,0.000037,0.507307,1
2752,'2019/02/20 21:33:04:659',7,0.000037,0.507307,1
2753,'2019/02/20 21:33:04:670',7,0.000037,0.507307,1
2754,'2019/02/20 21:33:04:681',7,0.000037,0.507307,1
2755,'2019/02/20 21:33:04:696',7,0.002222,0.508911,1
2756,'2019/02/20 21:33:04:707',7,0.002383,0.510695,1
2757,'2019/02/20 21:33:04:717',7,0.002383,0.510695,1
2758,'2019/02/20 21:33:04:728',7,0.004912,0.512767,1
2759,'2019/02/20 21:33:04:739',7,0.004912,0.512767,1
2760,'2019/02/20 21:33:04:751',7,0.002383,0.510695,1
2761,'2019/02/20 21:33:04:761',7,0.002383,0.510695,1
2762,'2019/02/20 21:33:04:772',7,-0.000101,0.505931,1
2763,'2019/02/20 21:33:04:784',7,0.002064,0.507342,1
2764,'2019/02/20 21:33:04:794',7,0.002064,0.507342,1
2765,'2019/02/20 21:33:04:806',7,0.004729,0.510737,1
2766,'2019/02/20 21:33:04:816',7,0.004729,0.510737,1
2767,'2019/02/20 21:33:04:828',7,0.004729,0.510737,1
2768,'2019/02/20 21:33:04:838',7,0.004729,0.510737,1
2769,'2019/02/20 21:33:04:850',7,0.004912,0.512767,1
2770,'2019/02/20 21:33:04:860',7,0.004912,0.512767,1
2771,'2019/02/20 21:33:04:871',7,0.005098,0.515071,1
2772,'2019/02/20 21:33:04:883',7,0.004729,0.510737,1
2773,'2019/02/20 21:33:04:893',7,0.004729,0.510737,1
2774,'2019/02/20 21:33:04:904',7,0.007184,0.508989,1
2775,'2019/02/20 21:33:04:915',7,0.007184,0.508989,1
2776,'2019/02/20 21:33:04:926',7,0.00739,0.51078,1
2777,'2019/02/20 21:33:04:937',7,0.00739,0.51078,1
2778,'2019/02/20 21:33:04:948',7,0.004547,0.50895,1
2779,'2019/02/20 21:33:04:959',7,0.004547,0.50895,1
2780,'2019/02/20 21:33:04:970',7,0.001906,0.505964,1
2781,'2019/02/20 21:33:04:982',7,0.004547,0.50895,1
2782,'2019/02/20 21:33:04:992',7,0.004547,0.50895,1
2783,'2019/02/20 21:33:05:003',7,0.002544,0.51272,1
2784,'2019/02/20 21:33:05:014',7,0.002544,0.51272,1
2785,'2019/02/20 21:33:05:028',7,0.000037,0.507307,1
2786,'2019/02/20 21:33:05:039',7,0.000037,0.507307,1
2787,'2019/02/20 21:33:05:050',7,-0.001744,0.507271,1
2788,'2019/02/20 21:33:05:062',7,-0.001498,0.51061,1
2789,'2019/02/20 21:33:05:072',7,-0.001498,0.51061,1
2790,'2019/02/20 21:33:05:084',7,-0.001622,0.508834,1
2791,'2019/02/20 21:33:05:094',7,-0.001622,0.508834,1
2792,'2019/02/20 21:33:05:105',7,0.000318,0.510652,1
2793,'2019/02/20 21:33:05:116',7,0.000318,0.510652,1
2794,'2019/02/20 21:33:05:127',7,0.002383,0.510695,1
2795,'2019/02/20 21:33:05:138',7,0.002383,0.510695,1
2796,'2019/02/20 21:33:05:149',7,0.002383,0.510695,1
2797,'2019/02/20 21:33:05:160',7,0.010406,0.510823,1
2798,'2019/02/20 21:33:05:171',7,0.010406,0.510823,1
2799,'2019/02/20 21:33:05:183',7,0.022013,0.510954,1
2800,'2019/02/20 21:33:05:192',7,0.022013,0.510954,1
2801,'2019/02/20 21:33:05:204',7,0.031944,0.509228,1
2802,'2019/02/20 21:33:05:215',7,0.031944,0.509228,1
2803,'2019/02/20 21:33:05:226',7,0.00739,0.51078,1
2804,'2019/02/20 21:33:05:236',7,0.00739,0.51078,1
2805,'2019/02/20 21:33:05:248',7,-0.003201,0.508795,1
2806,'2019/02/20 21:33:05:259',7,-0.003201,0.508795,1
2807,'2019/02/20 21:33:05:270',7,-0.003521,0.504664,1
2808,'2019/02/20 21:33:05:281',7,-0.000238,0.504725,1
2809,'2019/02/20 21:33:05:291',7,-0.000238,0.504725,1
2810,'2019/02/20 21:33:05:302',7,0.004547,0.50895,1
2811,'2019/02/20 21:33:05:313',7,0.004547,0.50895,1
2812,'2019/02/20 21:33:05:325',7,0.004366,0.507378,1
2813,'2019/02/20 21:33:05:335',7,0.004366,0.507378,1
2814,'2019/02/20 21:33:05:347',7,-0.001866,0.505899,1
2815,'2019/02/20 21:33:05:360',7,-0.001866,0.505899,1
2816,'2019/02/20 21:33:05:372',7,-0.003626,0.503612,1
2817,'2019/02/20 21:33:05:383',7,-0.000374,0.503669,1
2818,'2019/02/20 21:33:05:393',7,-0.000374,0.503669,1
2819,'2019/02/20 21:33:05:404',7,0.001906,0.505964,1
2820,'2019/02/20 21:33:05:415',7,0.001906,0.505964,1
2821,'2019/02/20 21:33:05:427',7,0.001751,0.504756,1
2822,'2019/02/20 21:33:05:438',7,0.001751,0.504756,1
2823,'2019/02/20 21:33:05:448',7,0.001751,0.504756,1
2824,'2019/02/20 21:33:05:460',7,0.002064,0.507342,1
2825,'2019/02/20 21:33:05:470',7,0.002064,0.507342,1
2826,'2019/02/20 21:33:05:481',7,0.004366,0.507378,1
2827,'2019/02/20 21:33:05:492',7,0.004366,0.507378,1
2828,'2019/02/20 21:33:05:504',7,0.004366,0.507378,1
2829,'2019/02/20 21:33:05:514',7,0.004366,0.507378,1
2830,'2019/02/20 21:33:05:525',7,0.001906,0.505964,1
2831,'2019/02/20 21:33:05:536',7,0.001906,0.505964,1
2832,'2019/02/20 21:33:05:547',7,0.002064,0.507342,1
2833,'2019/02/20 21:33:05:559',7,0.001906,0.505964,1
2834,'2019/02/20 21:33:05:569',7,0.001906,0.505964,1
2835,'2019/02/20 21:33:05:580',7,0.004188,0.505997,1
2836,'2019/02/20 21:33:05:591',7,0.004188,0.505997,1
2837,'2019/02/20 21:33:05:602',7,0.013033,0.506098,1
2838,'2019/02/20 21:33:05:613',7,0.013033,0.506098,1
2839,'2019/02/20 21:33:05:624',7,0.020363,0.503874,1
2840,'2019/02/20 21:33:05:634',7,0.020363,0.503874,1
2841,'2019/02/20 21:33:05:647',7,0.031111,0.506234,1
2842,'2019/02/20 21:33:05:657',7,0.03944,0.515497,1
2843,'2019/02/20 21:33:05:668',7,0.03944,0.515497,1
2844,'2019/02/20 21:33:05:684',7,0.027657,0.515389,1
2845,'2019/02/20 21:33:05:693',7,0.027657,0.515389,1
2846,'2019/02/20 21:33:05:704',7,0.00739,0.51078,1
2847,'2019/02/20 21:33:05:714',7,0.00739,0.51078,1
2848,'2019/02/20 21:33:05:726',7,-0.001744,0.507271,1
2849,'2019/02/20 21:33:05:737',7,-0.003309,0.507236,1
2850,'2019/02/20 21:33:05:748',7,-0.003309,0.507236,1
2851,'2019/02/20 21:33:05:759',7,-0.00572,0.510484,1
2852,'2019/02/20 21:33:05:770',7,-0.00572,0.510484,1
2853,'2019/02/20 21:33:05:781',7,-0.004492,0.510525,1
2854,'2019/02/20 21:33:05:792',7,-0.004492,0.510525,1
2855,'2019/02/20 21:33:05:804',7,-0.004588,0.508757,1
2856,'2019/02/20 21:33:05:814',7,-0.004588,0.508757,1
2857,'2019/02/20 21:33:05:825',7,-0.002983,0.51258,1
2858,'2019/02/20 21:33:05:837',7,0.000318,0.510652,1
2859,'2019/02/20 21:33:05:847',7,0.000318,0.510652,1
2860,'2019/02/20 21:33:05:859',7,0.002383,0.510695,1
2861,'2019/02/20 21:33:05:869',7,0.002383,0.510695,1
2862,'2019/02/20 21:33:05:880',7,0.002872,0.517626,1
2863,'2019/02/20 21:33:05:890',7,0.002872,0.517626,1
2864,'2019/02/20 21:33:05:902',7,0.004547,0.50895,1
2865,'2019/02/20 21:33:05:912',7,0.004547,0.50895,1
2866,'2019/02/20 21:33:05:924',7,0.007184,0.508989,1
2867,'2019/02/20 21:33:05:935',7,0.00739,0.51078,1
2868,'2019/02/20 21:33:05:946',7,0.00739,0.51078,1
2869,'2019/02/20 21:33:05:957',7,0.004366,0.507378,1
2870,'2019/02/20 21:33:05:967',7,0.004366,0.507378,1
2871,'2019/02/20 21:33:05:979',7,0.002222,0.508911,1
2872,'2019/02/20 21:33:05:989',7,0.002222,0.508911,1
2873,'2019/02/20 21:33:06:000',7,0.004729,0.510737,1
2874,'2019/02/20 21:33:06:014',7,0.004729,0.510737,1
2875,'2019/02/20 21:33:06:026',7,0.004912,0.512767,1
2876,'2019/02/20 21:33:06:037',7,0.002544,0.51272,1
2877,'2019/02/20 21:33:06:047',7,0.002544,0.51272,1
2878,'2019/02/20 21:33:06:059',7,0.002383,0.510695,1
2879,'2019/02/20 21:33:06:069',7,0.002383,0.510695,1
2880,'2019/02/20 21:33:06:081',7,0.000177,0.508872,1
2881,'2019/02/20 21:33:06:091',7,0.000177,0.508872,1
2882,'2019/02/20 21:33:06:103',7,0.002222,0.508911,1
2883,'2019/02/20 21:33:06:114',7,0.00046,0.512673,1
2884,'2019/02/20 21:33:06:124',7,0.00046,0.512673,1
2885,'2019/02/20 21:33:06:136',7,0.005098,0.515071,1
2886,'2019/02/20 21:33:06:146',7,0.005098,0.515071,1
2887,'2019/02/20 21:33:06:158',7,0.015454,0.528041,1
2888,'2019/02/20 21:33:06:168',7,0.015454,0.528041,1
2889,'2019/02/20 21:33:06:179',7,0.019515,0.528123,1
2890,'2019/02/20 21:33:06:190',7,0.019515,0.528123,1
2891,'2019/02/20 21:33:06:201',7,0.01112,0.517801,1
2892,'2019/02/20 21:33:06:213',7,0.002222,0.508911,1
2893,'2019/02/20 21:33:06:223',7,0.002222,0.508911,1
2894,'2019/02/20 21:33:06:234',7,0.000177,0.508872,1
2895,'2019/02/20 21:33:06:245',7,0.000177,0.508872,1
2896,'2019/02/20 21:33:06:257',7,0.004912,0.512767,1
2897,'2019/02/20 21:33:06:267',7,0.004912,0.512767,1
2898,'2019/02/20 21:33:06:278',7,0.01088,0.515176,1
2899,'2019/02/20 21:33:06:289',7,0.01088,0.515176,1
2900,'2019/02/20 21:33:06:300',7,0.01112,0.517801,1
2901,'2019/02/20 21:33:06:310',7,0.01112,0.517801,1
2902,'2019/02/20 21:33:06:322',7,0.005098,0.515071,1
2903,'2019/02/20 21:33:06:333',7,0.005098,0.515071,1
2904,'2019/02/20 21:33:06:347',7,0.005098,0.515071,1
2905,'2019/02/20 21:33:06:358',7,0.008451,0.524072,1
2906,'2019/02/20 21:33:06:368',7,0.008451,0.524072,1
2907,'2019/02/20 21:33:06:380',7,0.003547,0.532001,1
2908,'2019/02/20 21:33:06:392',7,0.000895,0.520516,1
2909,'2019/02/20 21:33:06:402',7,0.000895,0.520516,1
2910,'2019/02/20 21:33:06:413',7,-0.000991,0.520452,1
2911,'2019/02/20 21:33:06:424',7,-0.000991,0.520452,1
2912,'2019/02/20 21:33:06:436',7,0.003376,0.527716,1
2913,'2019/02/20 21:33:06:446',7,0.003376,0.527716,1
2914,'2019/02/20 21:33:06:457',7,0.001043,0.523855,1
2915,'2019/02/20 21:33:06:467',7,0.001043,0.523855,1
2916,'2019/02/20 21:33:06:480',7,-0.000597,0.53182,1
2917,'2019/02/20 21:33:06:489',7,-0.000597,0.53182,1
2918,'2019/02/20 21:33:06:501',7,-0.002302,0.53173,1
2919,'2019/02/20 21:33:06:513',7,0.000895,0.520516,1
2920,'2019/02/20 21:33:06:523',7,0.000895,0.520516,1
2921,'2019/02/20 21:33:06:535',7,0.003376,0.527716,1
2922,'2019/02/20 21:33:06:545',7,0.003376,0.527716,1
2923,'2019/02/20 21:33:06:556',7,0.005856,0.527796,1
2924,'2019/02/20 21:33:06:567',7,0.005856,0.527796,1
2925,'2019/02/20 21:33:06:578',7,0.012103,0.532273,1
2926,'2019/02/20 21:33:06:589',7,0.012103,0.532273,1
2927,'2019/02/20 21:33:06:600',7,0.023734,0.524365,1
2928,'2019/02/20 21:33:06:612',7,0.029222,0.528287,1
2929,'2019/02/20 21:33:06:622',7,0.029222,0.528287,1
2930,'2019/02/20 21:33:06:633',7,0.034973,0.52837,1
2931,'2019/02/20 21:33:06:644',7,0.034973,0.52837,1
2932,'2019/02/20 21:33:06:655',7,0.023734,0.524365,1
2933,'2019/02/20 21:33:06:669',7,0.023734,0.524365,1
2934,'2019/02/20 21:33:06:680',7,0.019201,0.524291,1
2935,'2019/02/20 21:33:06:692',7,0.01889,0.520907,1
2936,'2019/02/20 21:33:06:702',7,0.01889,0.520907,1
2937,'2019/02/20 21:33:06:713',7,0.019515,0.528123,1
2938,'2019/02/20 21:33:06:724',7,0.019515,0.528123,1
2939,'2019/02/20 21:33:06:735',7,0.015735,0.532365,1
2940,'2019/02/20 21:33:06:746',7,0.015735,0.532365,1
2941,'2019/02/20 21:33:06:757',7,0.015454,0.528041,1
2942,'2019/02/20 21:33:06:768',7,0.023037,0.517978,1
2943,'2019/02/20 21:33:06:779',7,0.023037,0.517978,1
2944,'2019/02/20 21:33:06:791',7,0.020474,0.542888,1
2945,'2019/02/20 21:33:06:801',7,0.020474,0.542888,1
2946,'2019/02/20 21:33:06:813',7,0.022129,0.582841,1
2947,'2019/02/20 21:33:06:823',7,0.022129,0.582841,1
2948,'2019/02/20 21:33:06:834',7,0.021458,0.564058,1
2949,'2019/02/20 21:33:06:845',7,0.021458,0.564058,1
2950,'2019/02/20 21:33:06:856',7,0.009335,0.542542,1
2951,'2019/02/20 21:33:06:866',7,0.009335,0.542542,1
2952,'2019/02/20 21:33:06:878',7,0.006051,0.532091,1
2953,'2019/02/20 21:33:06:890',7,0.003376,0.527716,1
2954,'2019/02/20 21:33:06:900',7,0.003376,0.527716,1
2955,'2019/02/20 21:33:06:911',7,0.003207,0.523927,1
2956,'2019/02/20 21:33:06:922',7,0.003207,0.523927,1
2957,'2019/02/20 21:33:06:933',7,0.003039,0.520581,1
2958,'2019/02/20 21:33:06:944',7,0.003039,0.520581,1
2959,'2019/02/20 21:33:06:956',7,0.003039,0.520581,1
2960,'2019/02/20 21:33:06:966',7,0.003039,0.520581,1
2961,'2019/02/20 21:33:06:977',7,0.005664,0.524,1
2962,'2019/02/20 21:33:06:989',7,0.011607,0.524145,1
2963,'2019/02/20 21:33:07:002',7,0.011607,0.524145,1
2964,'2019/02/20 21:33:07:014',7,0.015175,0.524218,1
2965,'2019/02/20 21:33:07:024',7,0.015175,0.524218,1
2966,'2019/02/20 21:33:07:036',7,0.019515,0.528123,1
2967,'2019/02/20 21:33:07:047',7,0.019832,0.532457,1
2968,'2019/02/20 21:33:07:058',7,0.019832,0.532457,1
2969,'2019/02/20 21:33:07:069',7,0.019201,0.524291,1
2970,'2019/02/20 21:33:07:079',7,0.019201,0.524291,1
2971,'2019/02/20 21:33:07:091',7,0.023734,0.524365,1
2972,'2019/02/20 21:33:07:101',7,0.023734,0.524365,1
2973,'2019/02/20 21:33:07:113',7,0.025166,0.543003,1
2974,'2019/02/20 21:33:07:123',7,0.025166,0.543003,1
2975,'2019/02/20 21:33:07:135',7,0.019515,0.528123,1
2976,'2019/02/20 21:33:07:145',7,0.019515,0.528123,1
2977,'2019/02/20 21:33:07:156',7,0.01889,0.520907,1
2978,'2019/02/20 21:33:07:168',7,0.019201,0.524291,1
2979,'2019/02/20 21:33:07:179',7,0.019201,0.524291,1
2980,'2019/02/20 21:33:07:190',7,0.015454,0.528041,1
2981,'2019/02/20 21:33:07:200',7,0.015454,0.528041,1
2982,'2019/02/20 21:33:07:211',7,0.008451,0.524072,1
2983,'2019/02/20 21:33:07:222',7,0.008451,0.524072,1
2984,'2019/02/20 21:33:07:233',7,0.008451,0.524072,1
2985,'2019/02/20 21:33:07:244',7,0.008451,0.524072,1
2986,'2019/02/20 21:33:07:256',7,0.008235,0.520711,1
2987,'2019/02/20 21:33:07:266',7,0.005664,0.524,1
2988,'2019/02/20 21:33:07:277',7,0.005664,0.524,1
2989,'2019/02/20 21:33:07:288',7,0.003207,0.523927,1
2990,'2019/02/20 21:33:07:299',7,0.003207,0.523927,1
2991,'2019/02/20 21:33:07:310',7,0.005664,0.524,1
2992,'2019/02/20 21:33:07:321',7,0.005664,0.524,1
2993,'2019/02/20 21:33:07:335',7,0.006051,0.532091,1
2994,'2019/02/20 21:33:07:347',7,0.003376,0.527716,1
2995,'2019/02/20 21:33:07:357',7,0.003376,0.527716,1
2996,'2019/02/20 21:33:07:368',7,0.003376,0.527716,1
2997,'2019/02/20 21:33:07:379',7,0.003376,0.527716,1
2998,'2019/02/20 21:33:07:390',7,0.006051,0.532091,1
2999,'2019/02/20 21:33:07:401',7,0.006051,0.532091,1
3000,'2019/02/20 21:33:07:412',7,0.008889,0.532182,1
3001,'2019/02/20 21:33:07:423',7,0.008889,0.532182,1
3002,'2019/02/20 21:33:07:434',7,0.008669,0.527878,1
3003,'2019/02/20 21:33:07:445',7,0.005856,0.527796,1
3004,'2019/02/20 21:33:07:456',7,0.005856,0.527796,1
3005,'2019/02/20 21:33:07:467',7,0.005473,0.520646,1
3006,'2019/02/20 21:33:07:478',7,0.005473,0.520646,1
3007,'2019/02/20 21:33:07:489',7,0.008451,0.524072,1
3008,'2019/02/20 21:33:07:499',7,0.008451,0.524072,1
3009,'2019/02/20 21:33:07:511',7,0.008889,0.532182,1
3010,'2019/02/20 21:33:07:521',7,0.008889,0.532182,1
3011,'2019/02/20 21:33:07:533',7,0.012103,0.532273,1
3012,'2019/02/20 21:33:07:544',7,0.009111,0.537048,1
3013,'2019/02/20 21:33:07:554',7,0.009111,0.537048,1
3014,'2019/02/20 21:33:07:566',7,0.003376,0.527716,1
3015,'2019/02/20 21:33:07:576',7,0.003376,0.527716,1
3016,'2019/02/20 21:33:07:588',7,0.001192,0.527635,1
3017,'2019/02/20 21:33:07:601',7,0.001192,0.527635,1
3018,'2019/02/20 21:33:07:610',7,0.008021,0.517743,1
3019,'2019/02/20 21:33:07:620',7,0.008021,0.517743,1
3020,'2019/02/20 21:33:07:631',7,0.015175,0.524218,1
3021,'2019/02/20 21:33:07:643',7,0.019515,0.528123,1
3022,'2019/02/20 21:33:07:656',7,0.019515,0.528123,1
3023,'2019/02/20 21:33:07:668',7,0.015735,0.532365,1
3024,'2019/02/20 21:33:07:678',7,0.015735,0.532365,1
3025,'2019/02/20 21:33:07:690',7,0.011854,0.527959,1
3026,'2019/02/20 21:33:07:700',7,0.011854,0.527959,1
3027,'2019/02/20 21:33:07:712',7,0.011607,0.524145,1
3028,'2019/02/20 21:33:07:723',7,0.011607,0.524145,1
3029,'2019/02/20 21:33:07:733',7,0.011607,0.524145,1
3030,'2019/02/20 21:33:07:744',7,0.015735,0.532365,1
3031,'2019/02/20 21:33:07:755',7,0.015735,0.532365,1
3032,'2019/02/20 21:33:07:766',7,0.019832,0.532457,1
3033,'2019/02/20 21:33:07:777',7,0.019832,0.532457,1
3034,'2019/02/20 21:33:07:788',7,0.015735,0.532365,1
3035,'2019/02/20 21:33:07:798',7,0.015735,0.532365,1
3036,'2019/02/20 21:33:07:810',7,0.008235,0.520711,1
3037,'2019/02/20 21:33:07:821',7,0.019201,0.524291,1
3038,'2019/02/20 21:33:07:832',7,0.019201,0.524291,1
3039,'2019/02/20 21:33:07:843',7,0.015735,0.532365,1
3040,'2019/02/20 21:33:07:853',7,0.015735,0.532365,1
3041,'2019/02/20 21:33:07:865',7,0.015175,0.524218,1
3042,'2019/02/20 21:33:07:875',7,0.015175,0.524218,1
3043,'2019/02/20 21:33:07:887',7,0.005664,0.524,1
3044,'2019/02/20 21:33:07:897',7,0.005664,0.524,1
3045,'2019/02/20 21:33:07:909',7,0.005285,0.517684,1
