@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute action {0,1,2,3,4,5}

@data
3739,'2019/02/20 21:33:19:844',8,0.98674,0.475179,2
3740,'2019/02/20 21:33:19:855',8,0.98674,0.475179,2
3741,'2019/02/20 21:33:19:866',8,1.010865,0.466759,2
3742,'2019/02/20 21:33:19:877',8,1.013769,0.447628,2
3743,'2019/02/20 21:33:19:888',8,1.013769,0.447628,2
3744,'2019/02/20 21:33:19:899',8,0.991027,0.449224,2
3745,'2019/02/20 21:33:19:910',8,0.991027,0.449224,2
3746,'2019/02/20 21:33:19:921',8,1.036827,0.445997,2
3747,'2019/02/20 21:33:19:932',8,1.036827,0.445997,2
3748,'2019/02/20 21:33:19:943',8,1.082156,0.453636,2
3749,'2019/02/20 21:33:19:953',8,1.082156,0.453636,2
3750,'2019/02/20 21:33:19:965',8,1.102787,0.470148,2
3751,'2019/02/20 21:33:19:976',8,1.032417,0.473252,2
3752,'2019/02/20 21:33:19:987',8,1.032417,0.473252,2
3753,'2019/02/20 21:33:19:998',8,1.006519,0.485661,2
3754,'2019/02/20 21:33:20:008',8,1.006519,0.485661,2
3755,'2019/02/20 21:33:20:020',8,0.983889,0.48628,2
3756,'2019/02/20 21:33:20:030',8,0.983889,0.48628,2
3757,'2019/02/20 21:33:20:042',8,0.983889,0.48628,2
3758,'2019/02/20 21:33:20:052',8,0.983889,0.48628,2
3759,'2019/02/20 21:33:20:063',8,0.963046,0.482003,2
3760,'2019/02/20 21:33:20:073',8,0.963046,0.482003,2
3761,'2019/02/20 21:33:20:085',8,0.964446,0.476102,2
3762,'2019/02/20 21:33:20:097',8,0.965848,0.469023,2
3763,'2019/02/20 21:33:20:110',8,0.965848,0.469023,2
3764,'2019/02/20 21:33:20:119',8,0.98674,0.475179,2
3765,'2019/02/20 21:33:20:129',8,0.98674,0.475179,2
3766,'2019/02/20 21:33:20:140',8,1.007966,0.480481,2
3767,'2019/02/20 21:33:20:151',8,1.007966,0.480481,2
3768,'2019/02/20 21:33:20:165',8,1.007966,0.480481,2
3769,'2019/02/20 21:33:20:176',8,0.985314,0.481254,2
3770,'2019/02/20 21:33:20:187',8,0.985314,0.481254,2
3771,'2019/02/20 21:33:20:198',8,1.006519,0.485661,2
3772,'2019/02/20 21:33:20:209',8,1.006519,0.485661,2
3773,'2019/02/20 21:33:20:220',8,1.028017,0.489418,2
3774,'2019/02/20 21:33:20:230',8,1.028017,0.489418,2
3775,'2019/02/20 21:33:20:242',8,1.026553,0.493021,2
3776,'2019/02/20 21:33:20:252',8,1.026553,0.493021,2
3777,'2019/02/20 21:33:20:264',8,0.98674,0.475179,2
3778,'2019/02/20 21:33:20:275',8,0.98674,0.475179,2
3779,'2019/02/20 21:33:20:285',8,0.98674,0.475179,2
3780,'2019/02/20 21:33:20:297',8,1.012317,0.457931,2
3781,'2019/02/20 21:33:20:307',8,1.012317,0.457931,2
3782,'2019/02/20 21:33:20:319',8,1.032417,0.473252,2
3783,'2019/02/20 21:33:20:329',8,1.032417,0.473252,2
3784,'2019/02/20 21:33:20:341',8,1.035356,0.456533,2
3785,'2019/02/20 21:33:20:351',8,1.035356,0.456533,2
3786,'2019/02/20 21:33:20:363',8,1.012317,0.457931,2
3787,'2019/02/20 21:33:20:374',8,1.030949,0.479683,2
3788,'2019/02/20 21:33:20:385',8,1.030949,0.479683,2
3789,'2019/02/20 21:33:20:396',8,1.009415,0.47423,2
3790,'2019/02/20 21:33:20:406',8,1.009415,0.47423,2
3791,'2019/02/20 21:33:20:418',8,0.985314,0.481254,2
3792,'2019/02/20 21:33:20:428',8,0.985314,0.481254,2
3793,'2019/02/20 21:33:20:439',8,1.006519,0.485661,2
3794,'2019/02/20 21:33:20:450',8,1.006519,0.485661,2
3795,'2019/02/20 21:33:20:461',8,1.006519,0.485661,2
3796,'2019/02/20 21:33:20:471',8,1.006519,0.485661,2
3797,'2019/02/20 21:33:20:486',8,1.006519,0.485661,2
3798,'2019/02/20 21:33:20:497',8,1.029483,0.485021,2
3799,'2019/02/20 21:33:20:508',8,1.029483,0.485021,2
3800,'2019/02/20 21:33:20:519',8,1.029483,0.485021,2
3801,'2019/02/20 21:33:20:529',8,1.029483,0.485021,2
3802,'2019/02/20 21:33:20:541',8,1.010865,0.466759,2
3803,'2019/02/20 21:33:20:553',8,1.012317,0.457931,2
3804,'2019/02/20 21:33:20:564',8,1.012317,0.457931,2
3805,'2019/02/20 21:33:20:574',8,1.032417,0.473252,2
3806,'2019/02/20 21:33:20:585',8,1.032417,0.473252,2
3807,'2019/02/20 21:33:20:596',8,1.052723,0.484359,2
3808,'2019/02/20 21:33:20:606',8,1.052723,0.484359,2
3809,'2019/02/20 21:33:20:618',8,1.029483,0.485021,2
3810,'2019/02/20 21:33:20:628',8,1.029483,0.485021,2
3811,'2019/02/20 21:33:20:640',8,1.007966,0.480481,2
3812,'2019/02/20 21:33:20:650',8,1.007966,0.480481,2
3813,'2019/02/20 21:33:20:661',8,1.007966,0.480481,2
3814,'2019/02/20 21:33:20:673',8,0.98674,0.475179,2
3815,'2019/02/20 21:33:20:684',8,0.98674,0.475179,2
3816,'2019/02/20 21:33:20:695',8,1.007966,0.480481,2
3817,'2019/02/20 21:33:20:705',8,1.007966,0.480481,2
3818,'2019/02/20 21:33:20:717',8,1.006519,0.485661,2
3819,'2019/02/20 21:33:20:727',8,1.006519,0.485661,2
3820,'2019/02/20 21:33:20:738',8,0.983889,0.48628,2
3821,'2019/02/20 21:33:20:749',8,0.983889,0.48628,2
3822,'2019/02/20 21:33:20:760',8,1.005073,0.489922,2
3823,'2019/02/20 21:33:20:771',8,1.006519,0.485661,2
3824,'2019/02/20 21:33:20:782',8,1.006519,0.485661,2
3825,'2019/02/20 21:33:20:794',8,1.009415,0.47423,2
3826,'2019/02/20 21:33:20:804',8,1.009415,0.47423,2
3827,'2019/02/20 21:33:20:818',8,1.007966,0.480481,2
3828,'2019/02/20 21:33:20:830',8,1.007966,0.480481,2
3829,'2019/02/20 21:33:20:841',8,1.006519,0.485661,2
3830,'2019/02/20 21:33:20:852',8,1.007966,0.480481,2
3831,'2019/02/20 21:33:20:862',8,1.007966,0.480481,2
3832,'2019/02/20 21:33:20:873',8,1.006519,0.485661,2
3833,'2019/02/20 21:33:20:884',8,1.006519,0.485661,2
3834,'2019/02/20 21:33:20:895',8,0.983889,0.48628,2
3835,'2019/02/20 21:33:20:906',8,0.983889,0.48628,2
3836,'2019/02/20 21:33:20:917',8,0.983889,0.48628,2
3837,'2019/02/20 21:33:20:927',8,0.983889,0.48628,2
3838,'2019/02/20 21:33:20:939',8,0.983889,0.48628,2
3839,'2019/02/20 21:33:20:950',8,1.005073,0.489922,2
3840,'2019/02/20 21:33:20:961',8,1.005073,0.489922,2
3841,'2019/02/20 21:33:20:972',8,1.029483,0.485021,2
3842,'2019/02/20 21:33:20:983',8,1.029483,0.485021,2
3843,'2019/02/20 21:33:20:994',8,0.985314,0.481254,2
3844,'2019/02/20 21:33:21:005',8,0.985314,0.481254,2
3845,'2019/02/20 21:33:21:016',8,0.985314,0.481254,2
3846,'2019/02/20 21:33:21:026',8,0.985314,0.481254,2
3847,'2019/02/20 21:33:21:038',8,0.985314,0.481254,2
3848,'2019/02/20 21:33:21:049',8,1.007966,0.480481,2
3849,'2019/02/20 21:33:21:060',8,1.007966,0.480481,2
3850,'2019/02/20 21:33:21:071',8,1.005073,0.489922,2
3851,'2019/02/20 21:33:21:081',8,1.005073,0.489922,2
3852,'2019/02/20 21:33:21:093',8,1.029483,0.485021,2
3853,'2019/02/20 21:33:21:103',8,1.029483,0.485021,2
3854,'2019/02/20 21:33:21:115',8,1.007966,0.480481,2
3855,'2019/02/20 21:33:21:125',8,1.007966,0.480481,2
3856,'2019/02/20 21:33:21:136',8,1.007966,0.480481,2
3857,'2019/02/20 21:33:21:150',8,1.007966,0.480481,2
3858,'2019/02/20 21:33:21:161',8,1.029483,0.485021,2
3859,'2019/02/20 21:33:21:173',8,1.006519,0.485661,2
3860,'2019/02/20 21:33:21:183',8,1.006519,0.485661,2
3861,'2019/02/20 21:33:21:195',8,0.98674,0.475179,2
3862,'2019/02/20 21:33:21:205',8,0.98674,0.475179,2
3863,'2019/02/20 21:33:21:216',8,1.006519,0.485661,2
3864,'2019/02/20 21:33:21:228',8,1.029483,0.485021,2
3865,'2019/02/20 21:33:21:238',8,1.029483,0.485021,2
3866,'2019/02/20 21:33:21:249',8,1.052723,0.484359,2
3867,'2019/02/20 21:33:21:260',8,1.052723,0.484359,2
3868,'2019/02/20 21:33:21:272',8,1.114453,0.501652,2
3869,'2019/02/20 21:33:21:282',8,1.114453,0.501652,2
3870,'2019/02/20 21:33:21:293',8,0.925236,0.453802,2
3871,'2019/02/20 21:33:21:304',8,0.925236,0.453802,2
3872,'2019/02/20 21:33:21:315',8,0.942586,0.476997,2
3873,'2019/02/20 21:33:21:326',8,0.942586,0.476997,2
3874,'2019/02/20 21:33:21:337',8,0.961648,0.486878,2
3875,'2019/02/20 21:33:21:349',8,0.942586,0.476997,2
3876,'2019/02/20 21:33:21:359',8,0.942586,0.476997,2
3877,'2019/02/20 21:33:21:371',8,0.942586,0.476997,2
3878,'2019/02/20 21:33:21:381',8,0.942586,0.476997,2
3879,'2019/02/20 21:33:21:392',8,0.985314,0.481254,2
3880,'2019/02/20 21:33:21:403',8,0.985314,0.481254,2
3881,'2019/02/20 21:33:21:414',8,1.007966,0.480481,2
3882,'2019/02/20 21:33:21:425',8,1.007966,0.480481,2
3883,'2019/02/20 21:33:21:436',8,0.98674,0.475179,2
3884,'2019/02/20 21:33:21:448',8,0.985314,0.481254,2
3885,'2019/02/20 21:33:21:458',8,0.985314,0.481254,2
3886,'2019/02/20 21:33:21:473',8,0.988167,0.467906,2
3887,'2019/02/20 21:33:21:483',8,0.988167,0.467906,2
3888,'2019/02/20 21:33:21:495',8,0.98674,0.475179,2
3889,'2019/02/20 21:33:21:506',8,1.006519,0.485661,2
3890,'2019/02/20 21:33:21:516',8,1.006519,0.485661,2
3891,'2019/02/20 21:33:21:528',8,0.988167,0.467906,2
3892,'2019/02/20 21:33:21:538',8,0.988167,0.467906,2
3893,'2019/02/20 21:33:21:550',8,1.009415,0.47423,2
3894,'2019/02/20 21:33:21:560',8,1.009415,0.47423,2
3895,'2019/02/20 21:33:21:572',8,1.009415,0.47423,2
3896,'2019/02/20 21:33:21:582',8,1.009415,0.47423,2
3897,'2019/02/20 21:33:21:594',8,1.010865,0.466759,2
3898,'2019/02/20 21:33:21:604',8,1.010865,0.466759,2
3899,'2019/02/20 21:33:21:616',8,0.988167,0.467906,2
3900,'2019/02/20 21:33:21:627',8,1.010865,0.466759,2
3901,'2019/02/20 21:33:21:638',8,1.010865,0.466759,2
3902,'2019/02/20 21:33:21:649',8,0.98674,0.475179,2
3903,'2019/02/20 21:33:21:659',8,0.98674,0.475179,2
3904,'2019/02/20 21:33:21:671',8,0.988167,0.467906,2
3905,'2019/02/20 21:33:21:681',8,0.988167,0.467906,2
3906,'2019/02/20 21:33:21:693',8,0.988167,0.467906,2
3907,'2019/02/20 21:33:21:703',8,0.988167,0.467906,2
3908,'2019/02/20 21:33:21:715',8,1.010865,0.466759,2
3909,'2019/02/20 21:33:21:726',8,1.009415,0.47423,2
3910,'2019/02/20 21:33:21:738',8,1.009415,0.47423,2
3911,'2019/02/20 21:33:21:748',8,0.98674,0.475179,2
3912,'2019/02/20 21:33:21:758',8,0.98674,0.475179,2
3913,'2019/02/20 21:33:21:770',8,0.988167,0.467906,2
3914,'2019/02/20 21:33:21:780',8,0.988167,0.467906,2
3915,'2019/02/20 21:33:21:792',8,0.967252,0.460625,2
3916,'2019/02/20 21:33:21:805',8,0.967252,0.460625,2
3917,'2019/02/20 21:33:21:817',8,0.988167,0.467906,2
3918,'2019/02/20 21:33:21:828',8,1.010865,0.466759,2
3919,'2019/02/20 21:33:21:839',8,1.010865,0.466759,2
3920,'2019/02/20 21:33:21:850',8,1.012317,0.457931,2
3921,'2019/02/20 21:33:21:860',8,1.012317,0.457931,2
3922,'2019/02/20 21:33:21:872',8,1.033886,0.465581,2
3923,'2019/02/20 21:33:21:883',8,1.033886,0.465581,2
3924,'2019/02/20 21:33:21:894',8,1.033886,0.465581,2
3925,'2019/02/20 21:33:21:905',8,1.010865,0.466759,2
3926,'2019/02/20 21:33:21:915',8,1.010865,0.466759,2
3927,'2019/02/20 21:33:21:927',8,1.010865,0.466759,2
3928,'2019/02/20 21:33:21:937',8,1.010865,0.466759,2
3929,'2019/02/20 21:33:21:949',8,0.968657,0.450785,2
3930,'2019/02/20 21:33:21:959',8,0.968657,0.450785,2
3931,'2019/02/20 21:33:21:971',8,0.967252,0.460625,2
3932,'2019/02/20 21:33:21:981',8,0.967252,0.460625,2
3933,'2019/02/20 21:33:21:992',8,0.98674,0.475179,2
3934,'2019/02/20 21:33:22:004',8,1.009415,0.47423,2
3935,'2019/02/20 21:33:22:014',8,1.009415,0.47423,2
3936,'2019/02/20 21:33:22:026',8,0.988167,0.467906,2
3937,'2019/02/20 21:33:22:036',8,0.988167,0.467906,2
3938,'2019/02/20 21:33:22:047',8,0.943959,0.47011,2
3939,'2019/02/20 21:33:22:058',8,0.943959,0.47011,2
3940,'2019/02/20 21:33:22:069',8,0.963046,0.482003,2
3941,'2019/02/20 21:33:22:080',8,0.963046,0.482003,2
3942,'2019/02/20 21:33:22:091',8,0.983889,0.48628,2
3943,'2019/02/20 21:33:22:103',8,0.964446,0.476102,2
3944,'2019/02/20 21:33:22:113',8,0.964446,0.476102,2
3945,'2019/02/20 21:33:22:125',8,0.964446,0.476102,2
3946,'2019/02/20 21:33:22:138',8,0.964446,0.476102,2
3947,'2019/02/20 21:33:22:150',8,0.98674,0.475179,2
3948,'2019/02/20 21:33:22:160',8,0.98674,0.475179,2
3949,'2019/02/20 21:33:22:172',8,0.965848,0.469023,2
3950,'2019/02/20 21:33:22:183',8,0.967252,0.460625,2
3951,'2019/02/20 21:33:22:193',8,0.967252,0.460625,2
3952,'2019/02/20 21:33:22:205',8,1.012317,0.457931,2
3953,'2019/02/20 21:33:22:216',8,1.012317,0.457931,2
3954,'2019/02/20 21:33:22:227',8,1.012317,0.457931,2
3955,'2019/02/20 21:33:22:238',8,1.012317,0.457931,2
3956,'2019/02/20 21:33:22:249',8,0.991027,0.449224,2
3957,'2019/02/20 21:33:22:259',8,0.991027,0.449224,2
3958,'2019/02/20 21:33:22:271',8,0.991027,0.449224,2
3959,'2019/02/20 21:33:22:282',8,1.012317,0.457931,2
3960,'2019/02/20 21:33:22:293',8,1.012317,0.457931,2
3961,'2019/02/20 21:33:22:304',8,1.033886,0.465581,2
3962,'2019/02/20 21:33:22:315',8,1.033886,0.465581,2
3963,'2019/02/20 21:33:22:326',8,1.035356,0.456533,2
3964,'2019/02/20 21:33:22:336',8,1.035356,0.456533,2
3965,'2019/02/20 21:33:22:348',8,1.033886,0.465581,2
3966,'2019/02/20 21:33:22:358',8,1.033886,0.465581,2
3967,'2019/02/20 21:33:22:370',8,1.010865,0.466759,2
3968,'2019/02/20 21:33:22:381',8,1.012317,0.457931,2
3969,'2019/02/20 21:33:22:391',8,1.012317,0.457931,2
3970,'2019/02/20 21:33:22:403',8,1.055688,0.472246,2
3971,'2019/02/20 21:33:22:413',8,1.055688,0.472246,2
3972,'2019/02/20 21:33:22:425',8,1.030949,0.479683,2
3973,'2019/02/20 21:33:22:435',8,1.030949,0.479683,2
3974,'2019/02/20 21:33:22:447',8,1.010865,0.466759,2
3975,'2019/02/20 21:33:22:460',8,1.010865,0.466759,2
3976,'2019/02/20 21:33:22:472',8,1.010865,0.466759,2
3977,'2019/02/20 21:33:22:483',8,1.009415,0.47423,2
3978,'2019/02/20 21:33:22:494',8,1.009415,0.47423,2
3979,'2019/02/20 21:33:22:505',8,1.010865,0.466759,2
3980,'2019/02/20 21:33:22:515',8,1.010865,0.466759,2
3981,'2019/02/20 21:33:22:527',8,0.989597,0.459295,2
3982,'2019/02/20 21:33:22:537',8,0.989597,0.459295,2
3983,'2019/02/20 21:33:22:549',8,0.965848,0.469023,2
3984,'2019/02/20 21:33:22:560',8,0.965848,0.469023,2
3985,'2019/02/20 21:33:22:570',8,0.965848,0.469023,2
3986,'2019/02/20 21:33:22:582',8,0.942586,0.476997,2
3987,'2019/02/20 21:33:22:592',8,0.942586,0.476997,2
3988,'2019/02/20 21:33:22:604',8,0.943959,0.47011,2
3989,'2019/02/20 21:33:22:614',8,0.943959,0.47011,2
3990,'2019/02/20 21:33:22:625',8,0.964446,0.476102,2
3991,'2019/02/20 21:33:22:636',8,0.964446,0.476102,2
3992,'2019/02/20 21:33:22:647',8,0.985314,0.481254,2
3993,'2019/02/20 21:33:22:659',8,0.98674,0.475179,2
3994,'2019/02/20 21:33:22:669',8,0.98674,0.475179,2
3995,'2019/02/20 21:33:22:681',8,1.007966,0.480481,2
3996,'2019/02/20 21:33:22:691',8,1.007966,0.480481,2
3997,'2019/02/20 21:33:22:703',8,1.057172,0.464371,2
3998,'2019/02/20 21:33:22:713',8,1.057172,0.464371,2
3999,'2019/02/20 21:33:22:725',8,1.120468,0.491306,2
4000,'2019/02/20 21:33:22:735',8,1.120468,0.491306,2
4001,'2019/02/20 21:33:22:746',8,1.123477,0.482238,2
4002,'2019/02/20 21:33:22:758',8,1.030949,0.479683,2
4003,'2019/02/20 21:33:22:768',8,1.030949,0.479683,2
4004,'2019/02/20 21:33:22:779',8,1.009415,0.47423,2
4005,'2019/02/20 21:33:22:793',8,1.009415,0.47423,2
4006,'2019/02/20 21:33:22:804',8,0.985314,0.481254,2
4007,'2019/02/20 21:33:22:815',8,0.985314,0.481254,2
4008,'2019/02/20 21:33:22:827',8,1.005073,0.489922,2
4009,'2019/02/20 21:33:22:838',8,1.006519,0.485661,2
4010,'2019/02/20 21:33:22:848',8,1.006519,0.485661,2
4011,'2019/02/20 21:33:22:859',8,1.030949,0.479683,2
4012,'2019/02/20 21:33:22:870',8,1.030949,0.479683,2
4013,'2019/02/20 21:33:22:881',8,1.036827,0.445997,2
4014,'2019/02/20 21:33:22:892',8,1.036827,0.445997,2
4015,'2019/02/20 21:33:22:903',8,0.99246,0.437607,2
4016,'2019/02/20 21:33:22:913',8,0.99246,0.437607,2
4017,'2019/02/20 21:33:22:925',8,1.003628,0.49341,2
4018,'2019/02/20 21:33:22:936',8,0.985314,0.481254,2
4019,'2019/02/20 21:33:22:947',8,0.985314,0.481254,2
4020,'2019/02/20 21:33:22:958',8,1.026553,0.493021,2
4021,'2019/02/20 21:33:22:969',8,1.026553,0.493021,2
4022,'2019/02/20 21:33:22:980',8,1.006519,0.485661,2
4023,'2019/02/20 21:33:22:992',8,1.006519,0.485661,2
4024,'2019/02/20 21:33:23:002',8,0.941215,0.482729,2
4025,'2019/02/20 21:33:23:013',8,0.941215,0.482729,2
4026,'2019/02/20 21:33:23:024',8,0.941215,0.482729,2
4027,'2019/02/20 21:33:23:034',8,0.941215,0.482729,2
4028,'2019/02/20 21:33:23:046',8,1.029483,0.485021,2
4029,'2019/02/20 21:33:23:058',8,1.030949,0.479683,2
4030,'2019/02/20 21:33:23:068',8,1.030949,0.479683,2
4031,'2019/02/20 21:33:23:079',8,1.006519,0.485661,2
4032,'2019/02/20 21:33:23:089',8,1.006519,0.485661,2
4033,'2019/02/20 21:33:23:101',8,0.981044,0.493784,2
4034,'2019/02/20 21:33:23:111',8,0.981044,0.493784,2
4035,'2019/02/20 21:33:23:125',8,1.007966,0.480481,2
4036,'2019/02/20 21:33:23:137',8,1.052723,0.484359,2
4037,'2019/02/20 21:33:23:147',8,1.052723,0.484359,2
4038,'2019/02/20 21:33:23:159',8,1.029483,0.485021,2
4039,'2019/02/20 21:33:23:169',8,1.029483,0.485021,2
4040,'2019/02/20 21:33:23:181',8,1.007966,0.480481,2
4041,'2019/02/20 21:33:23:192',8,1.007966,0.480481,2
4042,'2019/02/20 21:33:23:203',8,1.006519,0.485661,2
4043,'2019/02/20 21:33:23:213',8,1.006519,0.485661,2
4044,'2019/02/20 21:33:23:224',8,0.98674,0.475179,2
4045,'2019/02/20 21:33:23:239',8,1.049761,0.492617,2
4046,'2019/02/20 21:33:23:246',8,1.049761,0.492617,2
4047,'2019/02/20 21:33:23:258',8,0.982466,0.490408,2
4048,'2019/02/20 21:33:23:268',8,0.982466,0.490408,2
4049,'2019/02/20 21:33:23:279',8,1.006519,0.485661,2
4050,'2019/02/20 21:33:23:290',8,1.006519,0.485661,2
4051,'2019/02/20 21:33:23:301',8,1.007966,0.480481,2
4052,'2019/02/20 21:33:23:311',8,1.007966,0.480481,2
4053,'2019/02/20 21:33:23:323',8,1.028017,0.489418,2
4054,'2019/02/20 21:33:23:334',8,1.030949,0.479683,2
4055,'2019/02/20 21:33:23:345',8,1.030949,0.479683,2
4056,'2019/02/20 21:33:23:356',8,1.028017,0.489418,2
4057,'2019/02/20 21:33:23:366',8,1.028017,0.489418,2
4058,'2019/02/20 21:33:23:378',8,1.028017,0.489418,2
4059,'2019/02/20 21:33:23:388',8,1.028017,0.489418,2
4060,'2019/02/20 21:33:23:400',8,1.005073,0.489922,2
4061,'2019/02/20 21:33:23:410',8,1.005073,0.489922,2
4062,'2019/02/20 21:33:23:422',8,1.036827,0.445997,2
4063,'2019/02/20 21:33:23:433',8,1.043848,0.502,2
4064,'2019/02/20 21:33:23:446',8,1.043848,0.502,2
4065,'2019/02/20 21:33:23:458',8,0.982466,0.490408,2
4066,'2019/02/20 21:33:23:468',8,0.982466,0.490408,2
4067,'2019/02/20 21:33:23:480',8,1.029483,0.485021,2
4068,'2019/02/20 21:33:23:490',8,1.029483,0.485021,2
4069,'2019/02/20 21:33:23:501',8,0.985314,0.481254,2
4070,'2019/02/20 21:33:23:513',8,0.938479,0.491329,2
4071,'2019/02/20 21:33:23:523',8,0.938479,0.491329,2
4072,'2019/02/20 21:33:23:535',8,0.981044,0.493784,2
4073,'2019/02/20 21:33:23:545',8,0.981044,0.493784,2
4074,'2019/02/20 21:33:23:556',8,1.028017,0.489418,2
4075,'2019/02/20 21:33:23:567',8,1.028017,0.489418,2
4076,'2019/02/20 21:33:23:578',8,1.054205,0.47886,2
4077,'2019/02/20 21:33:23:589',8,1.054205,0.47886,2
4078,'2019/02/20 21:33:23:600',8,0.982466,0.490408,2
4079,'2019/02/20 21:33:23:612',8,1.003628,0.49341,2
4080,'2019/02/20 21:33:23:622',8,1.003628,0.49341,2
4081,'2019/02/20 21:33:23:633',8,1.006519,0.485661,2
4082,'2019/02/20 21:33:23:644',8,1.006519,0.485661,2
4083,'2019/02/20 21:33:23:655',8,1.026553,0.493021,2
4084,'2019/02/20 21:33:23:666',8,1.026553,0.493021,2
4085,'2019/02/20 21:33:23:678',8,1.026553,0.493021,2
4086,'2019/02/20 21:33:23:688',8,1.026553,0.493021,2
4087,'2019/02/20 21:33:23:699',8,0.983889,0.48628,2
4088,'2019/02/20 21:33:23:709',8,0.983889,0.48628,2
4089,'2019/02/20 21:33:23:721',8,1.028017,0.489418,2
4090,'2019/02/20 21:33:23:732',8,1.046803,0.49817,2
4091,'2019/02/20 21:33:23:744',8,1.046803,0.49817,2
4092,'2019/02/20 21:33:23:754',8,1.002185,0.496263,2
4093,'2019/02/20 21:33:23:764',8,1.002185,0.496263,2
4094,'2019/02/20 21:33:23:779',8,1.003628,0.49341,2
4095,'2019/02/20 21:33:23:790',8,1.029483,0.485021,2
4096,'2019/02/20 21:33:23:801',8,1.029483,0.485021,2
4097,'2019/02/20 21:33:23:812',8,1.000743,0.498607,2
4098,'2019/02/20 21:33:23:822',8,1.000743,0.498607,2
4099,'2019/02/20 21:33:23:834',8,1.003628,0.49341,2
4100,'2019/02/20 21:33:23:844',8,1.003628,0.49341,2
4101,'2019/02/20 21:33:23:856',8,1.000743,0.498607,2
4102,'2019/02/20 21:33:23:866',8,1.000743,0.498607,2
4103,'2019/02/20 21:33:23:878',8,1.002185,0.496263,2
4104,'2019/02/20 21:33:23:888',8,1.002185,0.496263,2
4105,'2019/02/20 21:33:23:900',8,1.049761,0.492617,2
4106,'2019/02/20 21:33:23:910',8,0.954683,0.500825,2
4107,'2019/02/20 21:33:23:921',8,0.954683,0.500825,2
4108,'2019/02/20 21:33:23:932',8,1.025089,0.49597,2
4109,'2019/02/20 21:33:23:943',8,1.025089,0.49597,2
4110,'2019/02/20 21:33:23:954',8,1.025089,0.49597,2
4111,'2019/02/20 21:33:23:965',8,1.025089,0.49597,2
4112,'2019/02/20 21:33:23:976',8,1.076177,0.483675,2
4113,'2019/02/20 21:33:23:987',8,1.076177,0.483675,2
4114,'2019/02/20 21:33:23:997',8,0.953295,0.502372,2
4115,'2019/02/20 21:33:24:009',8,1.026553,0.493021,2
4116,'2019/02/20 21:33:24:020',8,1.026553,0.493021,2
4117,'2019/02/20 21:33:24:031',8,1.049761,0.492617,2
4118,'2019/02/20 21:33:24:041',8,1.049761,0.492617,2
4119,'2019/02/20 21:33:24:053',8,0.953295,0.502372,2
4120,'2019/02/20 21:33:24:063',8,0.953295,0.502372,2
4121,'2019/02/20 21:33:24:075',8,1.000743,0.498607,2
4122,'2019/02/20 21:33:24:085',8,1.000743,0.498607,2
4123,'2019/02/20 21:33:24:096',8,1.000743,0.498607,2
4124,'2019/02/20 21:33:24:111',8,1.000743,0.498607,2
4125,'2019/02/20 21:33:24:121',8,1.000743,0.498607,2
4126,'2019/02/20 21:33:24:133',8,1.000743,0.498607,2
4127,'2019/02/20 21:33:24:143',8,1.000743,0.498607,2
4128,'2019/02/20 21:33:24:154',8,0.97679,0.500693,2
4129,'2019/02/20 21:33:24:165',8,0.97679,0.500693,2
4130,'2019/02/20 21:33:24:176',8,1.000743,0.498607,2
4131,'2019/02/20 21:33:24:187',8,0.999302,0.500552,2
4132,'2019/02/20 21:33:24:198',8,0.999302,0.500552,2
4133,'2019/02/20 21:33:24:209',8,1.022166,0.500404,2
4134,'2019/02/20 21:33:24:220',8,1.022166,0.500404,2
4135,'2019/02/20 21:33:24:231',8,0.999302,0.500552,2
4136,'2019/02/20 21:33:24:241',8,0.999302,0.500552,2
4137,'2019/02/20 21:33:24:253',8,0.999302,0.500552,2
4138,'2019/02/20 21:33:24:263',8,0.999302,0.500552,2
4139,'2019/02/20 21:33:24:275',8,1.022166,0.500404,2
4140,'2019/02/20 21:33:24:285',8,1.022166,0.500404,2
4141,'2019/02/20 21:33:24:296',8,1.022166,0.500404,2
4142,'2019/02/20 21:33:24:307',8,0.999302,0.500552,2
4143,'2019/02/20 21:33:24:318',8,0.999302,0.500552,2
4144,'2019/02/20 21:33:24:329',8,1.020706,0.502103,2
4145,'2019/02/20 21:33:24:340',8,1.020706,0.502103,2
4146,'2019/02/20 21:33:24:351',8,0.999302,0.500552,2
4147,'2019/02/20 21:33:24:362',8,0.999302,0.500552,2
4148,'2019/02/20 21:33:24:373',8,1.022166,0.500404,2
4149,'2019/02/20 21:33:24:383',8,1.022166,0.500404,2
4150,'2019/02/20 21:33:24:395',8,0.999302,0.500552,2
4151,'2019/02/20 21:33:24:406',8,0.997863,0.502199,2
4152,'2019/02/20 21:33:24:416',8,0.997863,0.502199,2
4153,'2019/02/20 21:33:24:431',8,0.997863,0.502199,2
4154,'2019/02/20 21:33:24:441',8,0.997863,0.502199,2
4155,'2019/02/20 21:33:24:452',8,0.999302,0.500552,2
4156,'2019/02/20 21:33:24:463',8,0.999302,0.500552,2
4157,'2019/02/20 21:33:24:474',8,0.999302,0.500552,2
4158,'2019/02/20 21:33:24:485',8,0.999302,0.500552,2
